FID,OBJECTID,SHAPE,BEZ,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDE,DATIERUNG,SE_ANNO_CAD_DATA
FUNDPUNKTEOGD.4547620,4547620,POINT (16.37415948359181 48.20454615515308),1,Seilerstätte,24,,Grabbefund,"Lampen, Blecheimer, Menschenskelette, Bronzereif, Gräber",Römerzeit,
FUNDPUNKTEOGD.4547621,4547621,POINT (16.373050657453096 48.21064331787059),1,Hoher Markt,1,,"Einzel-, Streufund","Keramik, Tierknochen",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547622,4547622,POINT (16.3717093726411 48.20906676209505),1,Jasomirgottstraße,3,,Siedlungsbefund,"Münze, Ziegel mit Stempel (10. Legion), Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4547623,4547623,POINT (16.36548133053893 48.261622859645925),19,Hackhofergasse,,,"Einzel-, Streufund",Münze,unbekannt,
FUNDPUNKTEOGD.4547624,4547624,POINT (16.376517185594196 48.2115368604711),1,Rotenturmstraße,,,Siedlungsbefund,Mauer,Römerzeit,
FUNDPUNKTEOGD.4547625,4547625,POINT (16.36819257531086 48.210590339323716),1,Am Hof,2,,"Einzel-, Streufund","Ziegeln mit Stempel (10., 14. Legion)",Römerzeit,
FUNDPUNKTEOGD.4547626,4547626,POINT (16.377724907099083 48.20819699643018),1,Wollzeile,29,,Grabbefund,"Ziegel, Tränenfläschchen, Keramik",Römerzeit,
FUNDPUNKTEOGD.4547627,4547627,POINT (16.37844755191245 48.20872828596392),1,Postgasse,7,9,Siedlungsbefund,Mauerwerk,Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4547628,4547628,POINT (16.370184077026746 48.209785557284874),1,Milchgasse,1,2,Siedlungsbefund,Ziegel,Römerzeit,
FUNDPUNKTEOGD.4547629,4547629,POINT (16.372456370221464 48.20574879427084),1,Himmelpfortgasse,9,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547630,4547630,POINT (16.373158695908344 48.2058570734671),1,Himmelpfortgasse,9,,Siedlungsbefund,"Mauerwerk, Gräber",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547631,4547631,POINT (16.367408385029286 48.20464239403968),1,Burggarten,,,Siedlungsbefund,"Mauerwerk, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4547632,4547632,POINT (16.37182641001106 48.20588461839256),1,Himmelpfortgasse,1,4,Siedlungsbefund,"Keramik, Gesichtsurne, Ziegel, Terra Sigillata, Grube, Tierknochen",Römerzeit,
FUNDPUNKTEOGD.4547633,4547633,POINT (16.371977945471983 48.205737523042124),1,Himmelpfortgasse,4,,Siedlungsbefund,"Keramik, Brunnen",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547634,4547634,POINT (16.37190120817946 48.20595455343176),1,Himmelpfortgasse,3,,Siedlungsbefund,"Terra Sigillata, Tierknochen, Grube",unbekannt,
FUNDPUNKTEOGD.4547635,4547635,POINT (16.36854542011884 48.21269988665694),1,Hohe Brücke,,,Siedlungsbefund,Architekturteile,Neuzeit,
FUNDPUNKTEOGD.4547636,4547636,POINT (16.367815929977233 48.20747479707594),1,Habsburgergasse,11,,Siedlungsbefund,"Keramik, Ziegel, Lampen, Terra Sigillata, Nägel, Münzen",Römerzeit,
FUNDPUNKTEOGD.4547637,4547637,POINT (16.374893510348482 48.20991953078689),1,Lugeck,2,,Siedlungsbefund,Mauerwerk,Römerzeit,
FUNDPUNKTEOGD.4547638,4547638,POINT (16.333358721909292 48.15560383674557),23,Inzersdorf (Kläranlage),,,Siedlungsbefund,"Mauerwerk, Gräber",Mittelalter,
FUNDPUNKTEOGD.4547639,4547639,POINT (16.335299529423555 48.15640535928607),23,Gutheil-Schoder-Gasse,17,,"Einzel-, Streufund","Münzen, Keramik",Römerzeit,
FUNDPUNKTEOGD.4547640,4547640,POINT (16.373181400327258 48.209747857175756),1,Kramergasse,5,10,Siedlungsbefund,"Mauerwerk, Graben, Brunnen, Gruben",Römerzeit,
FUNDPUNKTEOGD.4547641,4547641,POINT (16.37457035612888 48.211095124619376),1,Rotgasse,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547642,4547642,POINT (16.361911593730827 48.21105096002077),1,Löwelstraße,,,"Einzel-, Streufund",Keramik,Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547643,4547643,POINT (16.379225788896477 48.20793953432027),1,Dr.-Karl-Lueger-Platz,4a,,Siedlungsbefund,Keramik,Neuzeit,
FUNDPUNKTEOGD.4547644,4547644,POINT (16.367690352637233 48.20851151609758),1,Kohlmarkt,9,,Siedlungsbefund,"Keramik, Glas, Ziegel, Menschenskelett, Tierknochen",Römerzeit,
FUNDPUNKTEOGD.4547645,4547645,POINT (16.372876711785707 48.20754218804893),1,Liliengasse,2,,Siedlungsbefund,Ziegel,Römerzeit,
FUNDPUNKTEOGD.4547646,4547646,POINT (16.338820821549668 48.25704581063255),19,Himmelstraße,29,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547647,4547647,POINT (16.37509585598118 48.209739013478504),1,Lugeck,4,,Siedlungsbefund,"Ziegel, Münzen, Knochen, Keramik, Terra Sigillata",Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4547648,4547648,POINT (16.373296412520258 48.20982253570614),1,Kramergasse,10,,Siedlungsbefund,"Grben, Architekturteile, Ziegel",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4547649,4547649,POINT (16.36219967911469 48.20995710411304),1,Bankgasse,,,Grabbefund,"Gräber, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4547650,4547650,POINT (16.362859343157677 48.21031416322582),1,Bankgasse,8,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547651,4547651,POINT (16.36623206753527 48.20777021829776),1,Michaelerplatz,,,"Einzel-, Streufund","Ziegel, Keramik, Tierknochen",Römerzeit,
FUNDPUNKTEOGD.4547652,4547652,POINT (16.372774378190545 48.210295143949004),1,Landskrongasse,2,,"Einzel-, Streufund",Ziegel mit Stempel,Römerzeit,
FUNDPUNKTEOGD.4547653,4547653,POINT (16.37007325805567 48.20985970316005),1,Milchgasse,1,,"Einzel-, Streufund","Ziegel, Münze",Römerzeit,
FUNDPUNKTEOGD.4547654,4547654,POINT (16.37044426196051 48.2035542649545),1,Walfischgasse,,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4547655,4547655,POINT (16.37289607015027 48.20765173727842),1,Singerstraße,1,5,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4547656,4547656,POINT (16.367201235064368 48.21281748429882),1,Renngasse,5,9,Siedlungsbefund,"Ziegel, Keramik, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4547657,4547657,POINT (16.358986985522442 48.20708233164861),1,Schmerlingplatz,,,Siedlungsbefund,Mörtelboden,unbekannt,
FUNDPUNKTEOGD.4547658,4547658,POINT (16.37004936004781 48.2034378478962),1,Kärntner Straße,51,,Siedlungsbefund,"Ziegel, Mauerwerk",Neuzeit,
FUNDPUNKTEOGD.4547659,4547659,POINT (16.36941622058293 48.20390690383275),1,Philharmonikerstraße,6,,Grabbefund,"Münzen, Lampe, Keramik, Steinkistengrab",Römerzeit,
FUNDPUNKTEOGD.4547660,4547660,POINT (16.359262289039734 48.21363620908494),1,Reichsratsstraße,6,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4547661,4547661,POINT (16.37748558478135 48.20783574416129),1,Riemergasse,3,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4547662,4547662,POINT (16.37831055493822 48.20561201410942),1,Parkring,12,,"Einzel-, Streufund","Medaillen, Münzen",Neuzeit,
FUNDPUNKTEOGD.4547663,4547663,POINT (16.376525074200348 48.20687091513433),1,Riemergasse,11,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4547664,4547664,POINT (16.37695342487863 48.20732734071608),1,Riemergasse,7,,Siedlungsbefund,"Keramik, Mauerwerk",Neuzeit,
FUNDPUNKTEOGD.4547665,4547665,POINT (16.370467802284523 48.206005775200275),1,Neuer Markt,9,13,Siedlungsbefund,"Keramik, Ziegel, Menschenknochen",Römerzeit,
FUNDPUNKTEOGD.4547666,4547666,POINT (16.369496207011448 48.21452215193718),1,Neutorgasse,8,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4547667,4547667,POINT (16.370752088198003 48.20633385265994),1,Neuer Markt,12,14,Grabbefund,"Brandgrab, Keramik, Steingewicht, Knochen",Römerzeit,
FUNDPUNKTEOGD.4547668,4547668,POINT (16.37053872222288 48.20936711418023),1,Petersplatz,11,,Siedlungsbefund,Mauerwerk,unbekannt,
FUNDPUNKTEOGD.4547669,4547669,POINT (16.375424973266963 48.21158373386656),1,Rabensteig,,,Siedlungsbefund,"Münzen, Architekturteile, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4547670,4547670,POINT (16.365691590351194 48.21162153312431),1,Renngasse,,,Siedlungsbefund,"Straße, Gräber",Römerzeit,
FUNDPUNKTEOGD.4547671,4547671,POINT (16.363793413983522 48.21071127157323),1,Schenkenstraße,3,,Siedlungsbefund,"Reibschale, Keramik, Ziegel",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547672,4547672,POINT (16.366387945415397 48.21205770273229),1,Renngasse,1,,"Einzel-, Streufund",Münzen,Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4547673,4547673,POINT (16.364804391152735 48.20934075436972),1,Herrengasse,11,,"Einzel-, Streufund","Münzen, Terra Sigillata",Römerzeit,
FUNDPUNKTEOGD.4547674,4547674,POINT (16.35832904071624 48.21126148327346),1,Rathausplatz,,,Siedlungsbefund,"Grube, Terra Sigillata, Keramik, Gesichtsurne",Römerzeit,
FUNDPUNKTEOGD.4547675,4547675,POINT (16.370379843776185 48.20974321302537),1,Kühfußgasse,2,,"Einzel-, Streufund",Ziegel mit Stempel (Ursicinus Mag),Römerzeit,
FUNDPUNKTEOGD.4547676,4547676,POINT (16.366271177155483 48.21200860347462),1,Renngasse,1,,"Einzel-, Streufund","Münzen, Keramik, Bronzefibeln, Stilus aus Bein",Römerzeit,
FUNDPUNKTEOGD.4547677,4547677,POINT (16.367214322122592 48.20133558270079),1,Nibelungengasse,,,"Einzel-, Streufund",Münze,Neuzeit,
FUNDPUNKTEOGD.4547678,4547678,POINT (16.365483739671344 48.21354129563776),1,Rockhgasse,1,3,Siedlungsbefund,"Mauerwerk, Estrichboden, Terra Sigillata",Römerzeit,
FUNDPUNKTEOGD.4547679,4547679,POINT (16.3726712756165 48.206384160355476),1,Rauhensteingasse,5,,"Einzel-, Streufund","Ziegel, Knochen, Holzkohle",Römerzeit,
FUNDPUNKTEOGD.4547680,4547680,POINT (16.367751175773655 48.20266777429724),1,Opernring,7,,Grabbefund,"Nagel, Bronze, Menschenskelette",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547681,4547681,POINT (16.37038206330728 48.20554537469378),1,Neuer Markt,,,Grabbefund,"Gräber, Keramik, Glasperle, Bronzearmreifen, Figurengefäß",Römerzeit,
FUNDPUNKTEOGD.4547682,4547682,POINT (16.36927665872309 48.20361928679429),1,Opernring,2,,"Einzel-, Streufund",Münzen,Neuzeit,
FUNDPUNKTEOGD.4547683,4547683,POINT (16.371042799044563 48.21440738001684),1,Rudolfsplatz,14,,Siedlungsbefund,Kanal,Neuzeit,
FUNDPUNKTEOGD.4547684,4547684,POINT (16.37474104010737 48.20834505837088),1,Schulerstraße,4,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4547685,4547685,POINT (16.36249601488502 48.213453337530126),1,Schottengasse,11,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4547686,4547686,POINT (16.374424437169537 48.21173027415795),1,Seitenstettengasse,2,4,"Einzel-, Streufund","Ziegel mit Stempel (10., 14. Legion)",Römerzeit,
FUNDPUNKTEOGD.4547687,4547687,POINT (16.36352520460188 48.213015262383514),1,Schottentor,,,"Einzel-, Streufund",Votivstein,Römerzeit,
FUNDPUNKTEOGD.4547688,4547688,POINT (16.37490949429011 48.21193272869708),1,Seitenstettengasse,5,,"Einzel-, Streufund","Ziegel, Keramik",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547689,4547689,POINT (16.371237311811424 48.20795846591824),1,Seilergasse,,,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4547690,4547690,POINT (16.36292650878048 48.21345741085541),1,Schottentor,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547691,4547691,POINT (16.36484922773517 48.21546263038846),1,Schottenring,11,,"Einzel-, Streufund",Münzen,Neuzeit,
FUNDPUNKTEOGD.4547692,4547692,POINT (16.43203590332302 48.197229840521686),2,Prater Hauptallee,,,Grabbefund,"Menschenknochen, Militaria",Neuzeit,
FUNDPUNKTEOGD.4547693,4547693,POINT (16.368275157350322 48.216408276724366),1,Schottenring,24,,"Einzel-, Streufund","Ziegel, Keramik",Römerzeit,
FUNDPUNKTEOGD.4547694,4547694,POINT (16.370529027262286 48.20682427507564),1,Seilergasse,15,,"Einzel-, Streufund","Keramik, Terra Sigillata",Römerzeit,
FUNDPUNKTEOGD.4547695,4547695,POINT (16.37596919533949 48.205852060021414),1,Seilerstätte,6,12,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547696,4547696,POINT (16.363183772865952 48.21333426051917),1,Schottengasse,4,,Siedlungsbefund,"Mauerwerk, Brunnen",unbekannt,
FUNDPUNKTEOGD.4547697,4547697,POINT (16.374697438903272 48.2084409767006),1,Schulerstraße,,,"Einzel-, Streufund","Ziegel, Keramik",Römerzeit,
FUNDPUNKTEOGD.4547698,4547698,POINT (16.371191446396555 48.207801557208796),1,Seilergasse,1,,Grabbefund,"Terra Sigillata, Ziegel, Keramik, Menschenskelette, Gräber",Römerzeit,
FUNDPUNKTEOGD.4547699,4547699,POINT (16.370953002562217 48.212257903680474),1,Salvatorgasse,7,,Siedlungsbefund,"Brunnen, Mauerwerk",unbekannt,
FUNDPUNKTEOGD.4547700,4547700,POINT (16.361701242245644 48.21484832803506),9,Maria-Theresien-Straße,1,,Siedlungsbefund,Altar,Römerzeit,
FUNDPUNKTEOGD.4547701,4547701,POINT (16.378930005914807 48.2111825812226),1,Schwedenplatz,3,4,Siedlungsbefund,Brunnen,Neuzeit,
FUNDPUNKTEOGD.4547702,4547702,POINT (16.369913871075433 48.20662649866859),1,Spiegelgasse,15,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4547703,4547703,POINT (16.37289314543639 48.208095760492775),1,Stephansplatz,3,,Grabbefund,"Ziegel, Keramik, Glas, Gräber",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4547704,4547704,POINT (16.372051240849874 48.20783352350081),1,Singerstraße,2,,Grabbefund,"Grab, Menschenskelett, Terra Sigillata",Römerzeit,
FUNDPUNKTEOGD.4547705,4547705,POINT (16.371130563787666 48.210247497434764),1,Tuchlauben,12,,Siedlungsbefund,"Ziegel mit Stempel, Mauerwerk, Architekturteil, Brunnen, Boden",Römerzeit,
FUNDPUNKTEOGD.4547706,4547706,POINT (16.36882626041076 48.212902954819754),1,Tiefer Graben,26,28,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4547707,4547707,POINT (16.36916767964643 48.21320916603601),1,Tiefer Graben,25,34,Siedlungsbefund,"Mauerwerk, Straße, Brunnen",Neuzeit,
FUNDPUNKTEOGD.4547708,4547708,POINT (16.37027672707878 48.21000812092888),1,Tuchlauben,8,,Siedlungsbefund,"Ziegel mit Stempel (10, 13. Legion, Bonus und Ursicinus, Coh Ael Sag), Münzen",Römerzeit,
FUNDPUNKTEOGD.4547709,4547709,POINT (16.37208143437975 48.20824007956707),1,Stephansplatz,11,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547710,4547710,POINT (16.36932413399183 48.21342412169236),1,Tiefer Graben,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547711,4547711,POINT (16.37304902130616 48.20729990043267),1,Singerstraße,,,Siedlungsbefund,"Mauerwerk, Brunnen, Keramik, Terra Sigillata, Glas, Metall",Römerzeit,
FUNDPUNKTEOGD.4547712,4547712,POINT (16.369458664657785 48.206186377294024),1,Spiegelgasse,21,,Siedlungsbefund,"Mauerwerk, Gruben, Keramik, Terra Sigillata, Knochen",Römerzeit,
FUNDPUNKTEOGD.4547713,4547713,POINT (16.371820431498456 48.20791074822015),1,Stock-im-Eisen-Platz,,,Siedlungsbefund,Straße,unbekannt,
FUNDPUNKTEOGD.4547714,4547714,POINT (16.373576493316 48.20853666638773),,Stephansplatz,,,Fossilfund,Fossilfund (Mammut),unbekannt,
FUNDPUNKTEOGD.4547715,4547715,POINT (16.378112780902292 48.20692438661073),1,Stubenbastei,6,8,Grabbefund,"Grab, Menschenskelett",unbekannt,
FUNDPUNKTEOGD.4547716,4547716,POINT (16.369557474726502 48.20673098717243),1,Spiegelgasse,12,,"Einzel-, Streufund",Keramik,Römerzeit,
FUNDPUNKTEOGD.4547717,4547717,POINT (16.367246147379095 48.20710492659483),1,Stallburg,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547718,4547718,POINT (16.375035194492472 48.20855722617404),1,Strobelgasse,2,,"Einzel-, Streufund","Keramik, Tierknochen, Glas",Neuzeit,
FUNDPUNKTEOGD.4547719,4547719,POINT (16.373051608498123 48.21174174888888),1,Sterngasse,3,7,Siedlungsbefund,"Keramik, Ziegel mit Stempel, Münzen, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4547720,4547720,POINT (16.37348050638846 48.20773774892454),1,Singerstraße,7,,Siedlungsbefund,"Mauerwerk, Keramik, Ziegel, Menschenskelette, Tierknochen",Römerzeit,
FUNDPUNKTEOGD.4547721,4547721,POINT (16.372407608340794 48.20766547220404),1,Singerstraße,4,,"Einzel-, Streufund",Keramik,Neuzeit,
FUNDPUNKTEOGD.4547722,4547722,POINT (16.37224996624142 48.208892745621206),1,Jasomirgottstraße,5,7,Siedlungsbefund,"Ziegel, Keramik, Mauerwerk, Münze, Knochen",Römerzeit,
FUNDPUNKTEOGD.4547723,4547723,POINT (16.372010700445937 48.20854266954852),1,Stephansplatz,11,,Siedlungsbefund,"Keramik, Mauerwerk",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547724,4547724,POINT (16.37198537579756 48.208306731337004),1,Stephansplatz,11,,Siedlungsbefund,"Keramik, Knochen, Mauerwerk, Gräber",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547725,4547725,POINT (16.379053150005944 48.2076426337593),1,Stubenring,,,"Einzel-, Streufund","Mauerwerk, Münzen",Neuzeit,
FUNDPUNKTEOGD.4547726,4547726,POINT (16.371900024111778 48.207925220556675),1,Stock-im-Eisen-Platz,,,Grabbefund,"Keramik, Steinkistengrab, Ziegelgrab",Römerzeit,
FUNDPUNKTEOGD.4547727,4547727,POINT (16.37165227477039 48.21105662796394),1,Tuchlauben,25,27,"Einzel-, Streufund","Ziegel, Stirnziegel (Antefixe mit Legionsadler)",Römerzeit,
FUNDPUNKTEOGD.4547728,4547728,POINT (16.37134306967696 48.20869415989877),1,Goldschmiedgasse,4,6,Siedlungsbefund,"Ziegel, Boden, Steinblöcke",Römerzeit,
FUNDPUNKTEOGD.4547729,4547729,POINT (16.371794849809653 48.211624217577615),1,Wipplingerstraße,4,,Siedlungsbefund,Mauerwerk,Römerzeit,
FUNDPUNKTEOGD.4547730,4547730,POINT (16.371787426071403 48.215641253640506),1,Werdertorgasse,16,,Siedlungsbefund,"Mauerwerk, Keramik, Tierknochen",Mittelalter,
FUNDPUNKTEOGD.4547731,4547731,POINT (16.39099171853496 48.20430326517021),3,Salmgasse,8,,Grabbefund,"Grab, Menschenskelett",Mittelalter,
FUNDPUNKTEOGD.4547732,4547732,POINT (16.372138231637912 48.21099335341662),1,Hoher Markt,5,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547733,4547733,POINT (16.369326035213753 48.21080710489721),1,Schulhof,2,,Siedlungsbefund,"Mauerwerk, Brunnen",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547734,4547734,POINT (16.371084524019654 48.21155704057308),1,Jordangasse,,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547735,4547735,POINT (16.377837261248978 48.20830827380517),1,Bäckerstraße,20,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547736,4547736,POINT (16.397233120526057 48.19929168854974),3,Hainburger Straße,,,"Einzel-, Streufund",Keramik,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547737,4547737,POINT (16.36961879852166 48.21277808977427),1,Schwertgasse,3,,Siedlungsbefund,Mauerwerk,Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4547738,4547738,POINT (16.364464528706975 48.2112019938274),1,Herrengasse,21,,Siedlungsbefund,Architekturteile,unbekannt,
FUNDPUNKTEOGD.4547739,4547739,POINT (16.369094899851646 48.21122119206625),1,Parisergasse,1,,Siedlungsbefund,"Mauerwerk, Architekturteile, Keramik",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547740,4547740,POINT (16.373090926382222 48.20858353429172),1,Stephansplatz (Stephansdom),,,Grabbefund,"Gräber, Gruben",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547741,4547741,POINT (16.36869847857542 48.21138560208971),1,Am Hof,12,,Siedlungsbefund,"Mauerwerk, Brunnen, Latrine",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547742,4547742,POINT (16.36857023900985 48.211261909690386),1,Am Hof,13,,Siedlungsbefund,Mauerwerk,Mittelalter,
FUNDPUNKTEOGD.4547743,4547743,POINT (16.375182394490135 48.21152243782609),1,Rabensteig,3,,Siedlungsbefund,Mauerwerk,Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547744,4547744,POINT (16.376871186387305 48.20969424139427),1,Schönlaterngasse (Heiligenkreuzer Hof),5,,Siedlungsbefund,"Mauerwerk, Böden, Gruben",Neuzeit,
FUNDPUNKTEOGD.4547745,4547745,POINT (16.375938147140584 48.2092591256069),1,Bäckerstraße,7,,Siedlungsbefund,Mauerwerk,Mittelalter,
FUNDPUNKTEOGD.4547746,4547746,POINT (16.376731601269967 48.208752026305625),1,Bäckerstraße,16,,Siedlungsbefund,"Mauerwerk, Brunnen",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547747,4547747,POINT (16.37446512844537 48.20774906206954),1,Blutgasse,3,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547748,4547748,POINT (16.376688799419643 48.20936188056868),1,Sonnenfelsgasse,15,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547749,4547749,POINT (16.371034283509893 48.211816842825314),1,Wipplingerstraße,8,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547750,4547750,POINT (16.36899844974223 48.20781006512637),1,Bräunerstraße,5,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4547751,4547751,POINT (16.368727362561984 48.211357346215806),1,Am Hof,12,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547752,4547752,POINT (16.416489471134167 48.26159669225624),21,Dolezalgasse,34,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547753,4547753,POINT (16.375705392432117 48.209379247437774),1,Bäckerstraße,5,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547754,4547754,POINT (16.37413345161208 48.20749309021367),1,Blutgasse,7,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547755,4547755,POINT (16.37285555881644 48.20558095281675),1,Himmelpfortgasse,8,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547756,4547756,POINT (16.379108016022453 48.193183186389426),3,Schwarzenbergplatz (Palais Schwarzenberg),,,Siedlungsbefund,"Mauerwerk, Brunnen",Neuzeit,
FUNDPUNKTEOGD.4547757,4547757,POINT (16.31063613517799 48.18362908739739),13,Schönbrunn,,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4547758,4547758,POINT (16.37207925374994 48.211026242075576),1,Hoher Markt,5,,Siedlungsbefund,"Mauerwerk, Architekturteile",Mittelalter,
FUNDPUNKTEOGD.4547759,4547759,POINT (16.306051750566944 48.243683882278575),18,Pötzleinsdorfer Straße,108,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4547760,4547760,POINT (16.272295574545893 48.14761238662425),23,Maurer Lange Gasse,33,,"Einzel-, Streufund","Keramik, Winzergeräte",Mittelalter,
FUNDPUNKTEOGD.4547761,4547761,POINT (16.297451601061315 48.140097400656586),23,Carlbergergasse,40,42,Grabbefund,Gräber,Mittelalter,
FUNDPUNKTEOGD.4547762,4547762,POINT (16.369802052781612 48.20923034758416),1,Petersplatz,,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547343,4547343,POINT (16.501527651289276 48.21564630030222),22,Groß-Enzersdorfer Straße,,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547344,4547344,POINT (16.479345589163554 48.21679112124537),22,Aspern (Friedhof),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547345,4547345,POINT (16.44345786705557 48.221208609879255),22,,,,"Einzel-, Streufund","Tonleuchter, Hellebarde",unbekannt,
